ticker,thr,peak_date,trough_date,depth_pct,peak_to_trough_days,recovery_days,runup_pct,days_since_last_peak,vol60_ann,pct_above_sma200,ongoing
NVDA,10,2018-10-01,2018-12-24,56.04,58,287,22.82,75,25.5,18.9,False
NVDA,10,2020-02-19,2020-03-16,37.55,18,39,148.61,347,30.7,64.0,False
NVDA,10,2020-09-02,2020-09-08,16.96,3,43,192.41,137,37.4,82.7,False
NVDA,10,2020-11-06,2021-01-06,13.35,40,24,22.24,46,49.8,52.2,False
NVDA,10,2021-02-16,2021-03-08,24.38,14,25,21.53,67,33.1,29.2,False
NVDA,10,2021-04-15,2021-05-13,15.32,20,11,39.24,41,47.7,25.3,False
NVDA,10,2021-07-06,2021-07-16,12.26,8,25,51.5,56,36.8,44.7,False
NVDA,10,2021-09-03,2021-10-04,13.62,20,15,25.8,43,33.7,44.5,False
NVDA,10,2021-11-29,2022-10-14,66.34,221,153,69.15,59,45.8,74.1,False
NVDA,10,2023-07-18,2023-08-11,13.98,18,12,323.26,409,61.6,96.6,False
NVDA,10,2023-08-31,2023-10-26,18.29,39,13,20.81,32,41.8,68.2,False
NVDA,10,2024-03-25,2024-04-19,19.79,18,22,135.62,141,50.0,80.0,False
NVDA,10,2024-06-18,2024-08-07,27.05,34,47,77.94,59,50.1,97.6,False
NVDA,10,2024-11-07,2024-12-18,13.41,28,11,50.53,99,47.8,40.0,False
NVDA,10,2025-01-06,2025-04-04,36.88,61,55,15.92,39,36.8,25.9,False
NVDA,10,2025-10-29,2026-03-30,20.21,103,18,119.56,204,30.6,40.4,False
NVDA,10,2026-05-14,2026-07-29,19.3,51,,42.73,135,36.1,26.9,True
MSFT,10,2006-01-31,2006-06-13,23.03,92,79,4.88,,,,False
MSFT,10,2007-01-12,2007-03-13,14.09,40,45,46.13,239,12.6,19.6,False
MSFT,10,2007-07-19,2007-08-16,11.43,20,49,18.31,129,17.1,7.7,False
MSFT,10,2007-11-02,2009-03-09,57.94,337,1043,33.26,75,28.0,25.5,False
MSFT,10,2013-07-16,2013-09-06,13.51,37,42,166.26,1433,22.5,22.8,False
MSFT,10,2013-12-04,2014-01-13,10.17,26,44,25.96,99,21.6,19.8,False
MSFT,10,2014-09-19,2014-10-16,10.06,19,13,38.69,199,13.8,18.9,False
MSFT,10,2014-11-13,2015-01-30,18.05,52,60,16.07,39,19.0,18.3,False
MSFT,10,2015-04-28,2015-08-25,16.6,83,42,22.55,112,28.8,10.3,False
MSFT,10,2015-12-29,2016-02-09,12.86,28,47,40.67,170,27.7,20.7,False
MSFT,10,2016-04-18,2016-06-27,13.62,49,18,15.39,75,26.2,13.4,False
MSFT,10,2018-01-31,2018-02-08,10.53,6,11,103.17,451,16.1,24.7,False
MSFT,10,2018-10-01,2018-12-24,18.23,58,55,37.75,168,16.8,18.3,False
MSFT,10,2020-02-10,2020-03-16,28.04,24,58,103.43,341,16.2,32.7,False
MSFT,10,2020-09-02,2020-09-18,13.49,11,88,71.95,143,30.6,30.2,False
MSFT,10,2021-11-19,2022-11-03,37.15,240,153,73.11,307,19.3,25.7,False
MSFT,10,2023-07-18,2023-09-26,12.99,49,30,69.05,414,25.9,32.1,False
MSFT,10,2024-07-05,2025-04-08,23.73,190,40,50.64,243,19.2,19.6,False
MSFT,10,2025-10-28,2026-06-25,34.5,164,,53.42,330,15.1,18.2,True
TSM,10,2006-01-09,2006-03-08,14.09,40,40,8.22,,,,False
TSM,10,2006-05-05,2006-06-13,24.78,26,115,19.91,81,24.8,,False
TSM,10,2007-02-22,2007-03-05,12.47,7,12,46.79,200,27.5,19.0,False
TSM,10,2007-03-21,2007-05-14,11.43,37,27,14.24,19,31.5,17.0,False
TSM,10,2007-07-17,2008-01-22,31.94,130,94,19.76,81,22.7,14.1,False
TSM,10,2008-06-05,2008-11-20,48.21,118,111,48.94,224,39.7,17.9,False
TSM,10,2009-05-04,2009-06-22,23.31,34,128,102.39,229,56.5,39.2,False
TSM,10,2010-01-04,2010-06-07,18.57,106,106,34.4,169,27.0,15.3,False
TSM,10,2011-01-14,2011-03-16,16.45,41,36,52.29,261,24.5,31.3,False
TSM,10,2011-06-07,2011-08-08,17.86,43,106,21.43,98,25.6,16.7,False
TSM,10,2012-04-27,2012-06-04,19.38,25,81,47.62,225,24.9,22.7,False
TSM,10,2013-02-19,2013-04-05,12.64,32,19,52.38,202,21.3,24.7,False
TSM,10,2013-05-09,2013-08-21,19.89,72,152,20.8,56,26.2,21.8,False
TSM,10,2014-07-14,2014-10-10,14.21,63,29,47.11,296,18.9,22.5,False
TSM,10,2014-11-28,2015-01-12,11.42,29,7,20.73,97,24.0,15.4,False
TSM,10,2015-04-27,2015-08-24,23.82,83,133,22.22,101,26.2,14.6,False
TSM,10,2016-03-30,2016-05-13,13.76,32,26,41.04,233,29.2,18.7,False
TSM,10,2017-11-24,2017-12-06,10.03,8,27,101.83,419,14.2,21.0,False
TSM,10,2018-01-22,2018-06-27,20.64,109,50,19.91,38,21.3,24.2,False
TSM,10,2018-09-24,2019-01-03,23.46,69,73,26.42,170,20.3,11.5,False
TSM,10,2019-04-23,2019-05-28,17.11,24,38,32.19,144,18.7,14.8,False
TSM,10,2019-07-22,2019-08-05,10.61,10,28,22.31,62,29.8,16.9,False
TSM,10,2020-01-14,2020-03-19,26.55,45,74,53.45,122,20.9,32.8,False
TSM,10,2021-02-16,2021-05-12,22.44,60,171,224.5,274,36.8,65.8,False
TSM,10,2022-01-14,2022-11-03,56.47,202,332,31.56,232,35.0,20.2,False
TSM,10,2024-03-07,2024-04-19,14.06,30,15,153.75,537,35.8,48.0,False
TSM,10,2024-07-10,2024-08-05,22.56,18,48,50.08,85,35.5,54.2,False
TSM,10,2024-10-17,2024-11-27,11.98,29,17,39.64,70,44.8,36.4,False
TSM,10,2025-01-23,2025-04-08,36.82,52,54,24.36,65,37.9,28.6,False
TSM,10,2025-12-10,2025-12-17,10.46,5,10,120.88,222,35.1,35.2,False
TSM,10,2026-02-25,2026-03-30,18.14,23,16,39.99,51,33.4,43.3,False
TSM,10,2026-06-30,2026-07-29,21.55,20,,51.24,86,45.6,40.2,True
ASML,10,2006-01-27,2006-07-17,21.68,117,56,15.26,,,,False
ASML,10,2007-01-17,2007-03-13,12.93,38,25,42.42,243,22.0,20.0,False
ASML,10,2007-04-24,2007-05-30,11.54,25,17,21.93,67,26.0,19.0,False
ASML,10,2007-07-25,2007-08-16,12.94,16,12,23.94,64,26.7,20.6,False
ASML,10,2007-09-25,2007-10-11,10.51,12,4,23.99,43,30.7,24.2,False
ASML,10,2007-10-24,2008-11-20,64.12,272,281,16.58,21,33.9,25.9,False
ASML,10,2010-01-06,2010-02-08,13.25,22,30,182.81,554,34.5,37.4,False
ASML,10,2010-04-13,2010-08-31,31.29,98,70,18.65,66,27.9,20.5,False
ASML,10,2011-03-03,2011-08-08,31.27,109,124,85.28,225,38.3,37.4,False
ASML,10,2012-05-01,2012-06-01,14.54,22,20,66.83,293,25.3,25.9,False
ASML,10,2012-08-22,2012-10-17,14.92,39,27,34.38,79,38.3,25.8,False
ASML,10,2013-02-01,2013-04-04,15.51,42,21,42.18,110,29.4,30.9,False
ASML,10,2013-05-28,2013-06-24,11.38,19,12,28.45,79,22.9,27.1,False
ASML,10,2013-10-04,2014-05-06,20.07,146,82,35.5,91,18.2,28.6,False
ASML,10,2014-09-18,2014-10-10,11.82,16,22,27.82,240,34.9,14.6,False
ASML,10,2014-12-24,2015-02-09,10.02,30,10,21.74,68,23.9,17.4,False
ASML,10,2015-02-24,2015-04-17,14.67,37,19,12.27,40,23.3,14.2,False
ASML,10,2015-05-28,2016-01-15,31.92,161,247,21.33,65,33.3,11.7,False
ASML,10,2018-01-26,2018-02-08,12.89,9,20,172.41,672,26.8,30.6,False
ASML,10,2018-03-15,2018-04-30,11.34,31,26,19.2,33,31.1,27.1,False
ASML,10,2018-06-14,2018-07-03,11.31,13,10,14.56,63,32.1,16.0,False
ASML,10,2018-07-23,2018-12-24,34.32,107,141,15.31,26,29.7,15.3,False
ASML,10,2019-07-24,2019-08-14,10.83,15,15,63.3,252,30.2,27.8,False
ASML,10,2020-02-12,2020-03-18,37.94,24,44,52.75,140,23.7,30.2,False
ASML,10,2020-07-14,2020-07-31,10.86,13,23,102.47,105,35.7,35.8,False
ASML,10,2020-09-02,2020-09-08,12.83,3,24,12.66,36,32.1,27.1,False
ASML,10,2020-10-13,2020-10-30,10.85,13,5,16.64,28,35.8,24.1,False
ASML,10,2021-02-16,2021-03-08,16.74,14,14,67.63,85,32.4,49.1,False
ASML,10,2021-04-27,2021-05-12,10.28,11,9,33.98,49,46.9,44.0,False
ASML,10,2021-09-15,2022-10-14,56.86,273,320,47.76,98,23.2,39.9,False
ASML,10,2024-03-07,2024-05-01,18.41,38,25,180.33,622,34.6,46.9,False
ASML,10,2024-07-10,2025-04-08,45.48,187,163,28.86,85,38.6,31.7,False
ASML,10,2025-12-03,2025-12-17,11.0,10,10,93.06,352,36.9,41.5,False
ASML,10,2026-02-25,2026-03-30,17.85,23,26,50.53,56,40.6,57.3,False
ASML,10,2026-06-30,2026-07-29,21.95,20,,59.0,86,56.3,52.8,True
MRVL,10,2006-01-27,2008-11-20,86.47,710,2898,21.44,,,,False
MRVL,10,2020-07-10,2020-08-20,14.41,29,7,819.72,3637,42.9,45.0,False
MRVL,10,2020-10-09,2020-11-02,17.47,16,4,36.51,64,36.8,47.4,False
MRVL,10,2020-11-06,2020-11-10,10.66,2,13,22.34,20,42.1,42.1,False
MRVL,10,2021-01-25,2021-03-08,26.4,29,71,35.17,52,44.8,43.8,False
MRVL,10,2021-12-07,2023-01-05,61.88,271,462,129.16,220,47.9,60.6,False
MRVL,10,2024-12-16,2024-12-18,15.63,2,19,262.39,760,63.7,66.4,False
MRVL,10,2025-01-23,2025-04-04,60.79,50,254,19.8,24,69.0,57.0,False
MRVL,10,2026-06-04,2026-07-29,48.35,37,,542.62,342,88.9,208.8,True
AMD,10,2006-02-01,2015-07-27,96.15,2386,1104,29.94,,,,False
AMD,10,2020-02-19,2020-03-16,34.28,18,89,3535.8,3535,37.8,64.6,False
AMD,10,2020-08-06,2020-08-11,11.34,3,14,124.0,118,62.9,75.2,False
AMD,10,2020-09-01,2020-11-02,18.96,43,19,19.9,18,65.4,71.0,False
AMD,10,2021-01-11,2021-05-13,24.84,85,52,30.19,90,38.7,35.8,False
AMD,10,2021-08-04,2021-10-04,15.52,42,13,62.5,142,34.4,38.7,False
AMD,10,2021-11-29,2022-10-14,65.45,221,315,61.36,81,41.2,65.8,False
AMD,10,2024-03-07,2025-04-08,63.0,272,125,277.87,570,51.1,66.4,False
AMD,10,2025-10-29,2026-03-03,27.76,84,31,237.97,413,70.9,91.5,False
AMD,10,2026-06-03,2026-06-10,16.61,5,3,184.12,148,71.5,123.5,False
AMD,10,2026-06-30,2026-07-29,26.05,20,,28.41,18,79.5,111.6,True
JPM,10,2006-05-05,2006-06-19,14.36,30,60,18.02,,15.0,,False
JPM,10,2007-05-09,2009-03-09,68.15,461,972,37.14,253,19.1,11.9,False
JPM,10,2013-07-23,2013-09-24,11.21,44,42,286.32,1562,19.3,20.4,False
JPM,10,2014-03-24,2014-05-16,12.16,38,85,23.06,168,18.5,11.8,False
JPM,10,2014-09-24,2014-10-16,10.03,16,15,16.41,128,14.2,8.2,False
JPM,10,2014-12-30,2015-01-30,13.33,21,50,14.65,67,21.1,9.0,False
JPM,10,2015-07-22,2016-02-11,23.21,141,164,30.58,140,14.7,14.2,False
JPM,10,2017-03-01,2017-05-31,11.73,63,23,81.36,405,16.2,29.7,False
JPM,10,2018-02-26,2018-06-27,12.63,85,28,46.98,249,22.3,22.2,False
JPM,10,2018-09-20,2018-12-24,21.79,65,85,15.53,144,17.0,7.1,False
JPM,10,2019-07-24,2019-08-14,10.3,15,18,29.72,210,16.8,10.5,False
JPM,10,2020-01-02,2020-03-23,43.63,55,201,35.71,112,14.7,21.9,False
JPM,10,2021-06-04,2021-07-19,11.19,30,49,119.71,358,19.5,29.2,False
JPM,10,2021-10-22,2022-10-11,38.77,243,296,17.59,98,20.5,12.5,False
JPM,10,2024-07-17,2024-08-05,10.13,13,14,122.91,685,19.9,23.4,False
JPM,10,2025-02-18,2025-04-04,24.42,33,53,45.26,147,16.9,26.6,False
JPM,10,2026-01-06,2026-03-27,15.47,56,56,61.39,222,23.1,17.7,False
AXP,10,2006-12-14,2007-03-13,11.33,58,30,18.91,,14.5,14.3,False
AXP,10,2007-07-19,2009-03-06,83.91,411,793,20.34,147,22.1,10.5,False
AXP,10,2012-05-02,2012-06-01,12.48,21,152,536.31,1207,19.8,21.8,False
AXP,10,2014-07-03,2016-02-11,45.38,405,414,83.83,545,16.1,10.7,False
AXP,10,2018-01-10,2018-02-08,12.72,20,11,104.97,887,12.3,17.1,False
AXP,10,2018-02-26,2018-03-23,11.01,19,18,15.06,31,23.5,13.5,False
AXP,10,2018-11-28,2018-12-24,20.72,17,55,26.18,192,21.0,12.0,False
AXP,10,2019-07-15,2019-10-02,12.22,56,68,45.2,155,15.0,17.7,False
AXP,10,2020-02-19,2020-03-23,49.64,23,231,22.21,151,17.3,12.4,False
AXP,10,2021-10-22,2021-12-01,19.79,27,46,178.38,424,23.8,21.4,False
AXP,10,2022-02-16,2022-09-30,31.55,156,331,32.53,80,37.6,18.0,False
AXP,10,2024-07-31,2024-08-05,10.72,3,10,92.85,615,18.4,22.9,False
AXP,10,2025-01-23,2025-04-08,28.76,52,58,44.96,120,26.6,25.7,False
AXP,10,2025-07-03,2025-08-01,10.32,20,20,42.17,111,39.1,14.8,False
AXP,10,2025-12-11,2026-03-27,23.9,72,,31.13,112,27.0,24.4,True
